Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M9_ALLSKY_SFC_SW_DWN,M10_ALLSKY_SFC_SW_DWN,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M9_PRECTOTCORR,M10_PRECTOTCORR,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M9_QV2M,M10_QV2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M9_RH2M,M10_RH2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M9_T2M,M10_T2M,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M9_T2MDEW,M10_T2MDEW,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M9_T2M_MAX,M10_T2M_MAX,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M9_T2M_MIN,M10_T2M_MIN,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M,M9_WS2M,M10_WS2M
2005,MILAM,,,,21.79,25.39,23.35,21.52,19.5,16.89,3.31,0.22,2.3,4.86,0.74,1.5,12.61,13.86,15.18,16.94,14.19,9.07,72.15,57.21,59.75,71.43,60.59,58.62,23.24,29.46,30.31,28.54,28.73,20.78,17.23,18.84,20.32,22.23,19.21,11.25,37.01,40.47,41.61,36.74,42.0,35.6,7.36,19.48,19.87,22.42,18.08,3.9,2.32,2.31,1.92,1.75,2.27,2.33
2006,MILAM,,,,22.46,24.75,21.84,23.09,18.42,15.22,2.7,2.41,1.3,0.79,2.52,5.1,12.82,13.41,15.93,15.24,12.33,10.75,68.5,59.57,66.46,57.83,59.55,70.02,24.47,28.13,29.04,30.86,26.21,20.56,17.35,18.22,21.24,20.41,16.56,14.05,35.55,38.89,40.21,39.95,38.66,34.64,11.64,17.53,19.96,19.99,13.74,4.67,2.85,2.32,2.64,2.67,2.53,2.56
2007,MILAM,,,,19.14,21.37,19.45,21.83,18.68,16.84,7.54,5.8,5.41,1.48,1.67,1.52,14.32,17.36,17.71,18.5,15.64,10.93,83.6,84.81,85.74,80.52,76.74,68.03,22.59,25.58,25.76,27.71,25.83,21.16,19.44,22.65,23.02,23.75,20.91,14.11,29.84,31.56,31.9,35.23,33.29,33.31,12.04,18.23,19.8,21.41,18.49,5.78,2.36,2.25,1.95,1.99,1.74,2.44
2008,MILAM,,,,20.93,25.36,24.59,20.75,19.58,17.33,3.84,0.54,0.81,4.82,1.24,1.67,13.12,14.23,13.91,16.0,12.5,9.11,70.08,56.33,54.53,67.06,65.66,63.51,24.11,30.14,30.45,28.91,24.83,19.9,17.54,19.35,18.94,21.26,17.07,11.51,35.74,39.13,40.78,41.35,36.45,33.62,10.94,20.97,20.47,21.58,14.01,3.27,2.98,3.51,2.82,2.11,2.4,2.4
2009,MILAM,,,,21.89,25.93,23.54,22.04,14.87,12.49,1.63,0.61,1.69,0.81,6.33,7.91,13.24,13.65,14.38,14.42,14.44,11.53,72.7,54.62,52.17,54.29,75.78,81.49,23.84,30.19,31.81,30.98,24.67,18.57,17.99,18.61,19.49,19.56,19.54,15.02,33.86,41.8,41.13,40.12,37.46,31.35,10.68,15.84,21.87,21.4,14.9,3.87,2.5,3.0,2.62,2.54,2.2,3.03
2010,MILAM,,,,22.73,22.57,22.16,23.94,18.3,18.53,1.24,4.08,3.22,0.57,4.85,0.33,13.42,16.7,16.9,14.81,15.18,8.37,69.26,71.82,69.66,52.56,71.03,55.26,24.97,28.29,29.2,32.0,26.48,20.91,18.17,21.98,22.18,19.82,20.04,10.0,36.2,38.14,38.65,42.26,36.08,32.9,12.06,19.89,23.18,20.75,11.96,5.72,2.71,2.53,2.52,2.45,2.34,2.48
2011,MILAM,,,,23.19,26.31,24.75,24.53,21.71,17.13,2.12,1.31,0.19,0.23,0.96,1.52,11.45,13.36,13.41,12.77,9.42,8.75,59.33,50.92,45.82,40.63,41.12,58.32,24.94,31.16,32.85,34.32,28.45,20.82,14.93,18.18,18.37,17.53,11.73,10.71,38.68,42.12,41.81,43.94,41.78,34.22,8.04,21.39,24.33,25.12,15.15,5.22,3.92,3.39,2.8,2.76,2.67,2.62
2012,MILAM,,,,22.29,24.08,22.53,23.11,19.54,15.15,2.32,1.88,2.85,1.62,3.79,0.94,13.7,14.47,15.81,14.35,12.34,10.16,72.49,62.37,66.57,55.92,61.02,67.78,24.67,28.62,28.99,30.57,26.49,19.96,18.77,19.56,21.09,19.44,16.72,13.01,36.07,42.2,39.9,42.29,40.53,32.75,14.06,16.56,21.96,20.38,14.57,3.28,2.6,2.42,2.41,2.68,2.45,2.78
2013,MILAM,,,,21.12,25.44,22.8,22.93,18.48,15.49,3.44,0.98,2.96,0.72,4.04,7.01,12.15,13.74,14.11,14.17,13.72,11.46,67.78,57.01,58.15,54.11,60.45,75.45,23.15,29.55,29.56,30.82,28.12,20.27,15.89,18.66,18.99,19.26,18.63,15.1,35.76,42.96,41.59,41.26,39.27,33.31,5.65,15.89,20.61,18.79,14.48,5.55,3.32,2.59,2.54,2.37,2.14,2.53
2014,MILAM,,,,21.52,22.92,23.49,22.84,18.02,17.16,6.12,2.67,2.68,0.71,2.99,2.44,11.92,16.46,15.23,14.63,14.59,11.13,69.49,75.08,65.43,57.77,68.44,68.38,22.76,27.05,28.69,30.25,26.72,21.96,15.78,21.77,20.5,19.74,19.63,14.99,33.51,36.46,38.58,39.88,38.39,35.16,8.13,16.37,19.12,18.98,14.11,10.49,3.22,3.06,2.17,2.64,2.16,2.57
2015,MILAM,,,,17.19,23.04,26.09,22.88,19.54,15.75,8.74,4.13,0.12,0.72,0.69,8.89,15.51,17.33,16.86,14.27,13.01,9.4,86.45,82.3,71.92,55.5,56.9,55.68,23.25,26.13,28.57,30.65,28.35,23.23,20.69,22.64,22.16,19.31,17.55,11.71,29.91,32.63,38.79,42.34,38.91,37.7,12.06,16.38,20.77,20.93,17.29,11.33,2.86,2.24,2.86,2.24,2.14,2.76
2016,MILAM,,,,18.35,24.22,25.24,20.5,19.81,16.76,6.98,3.05,0.71,7.48,1.48,0.52,14.36,17.42,17.31,17.11,16.13,11.99,84.32,81.78,71.45,74.49,76.44,69.79,22.21,26.29,28.98,28.26,26.13,22.77,19.24,22.68,22.61,22.39,21.24,16.19,30.94,32.68,37.62,40.17,34.84,33.26,9.56,17.41,22.03,22.22,12.13,10.01,2.6,2.04,2.91,2.17,1.87,2.21
2017,MILAM,,,,21.62,22.76,25.4,19.98,20.34,17.14,2.97,2.77,0.94,7.79,1.02,1.76,12.22,15.82,15.38,16.03,14.2,10.01,69.67,70.55,59.61,67.18,72.25,63.12,23.12,27.67,30.57,28.97,25.1,20.55,16.46,21.11,20.58,21.27,19.07,12.21,34.04,38.74,41.13,39.19,33.46,33.33,9.19,19.28,22.88,20.35,13.2,1.83,3.05,2.62,2.54,3.04,2.17,2.52
2018,MILAM,,,,23.2,24.24,24.6,22.69,14.94,12.34,1.94,1.22,1.04,1.56,5.09,7.91,13.38,15.57,13.7,14.6,16.28,12.4,64.7,62.61,52.3,56.38,77.53,82.47,26.54,29.85,31.5,30.65,26.32,19.97,18.29,20.8,18.54,19.63,21.57,16.59,38.37,39.35,45.11,39.96,37.51,33.13,14.04,22.12,22.0,22.04,16.31,8.11,2.59,3.3,2.57,2.67,1.92,2.73
2019,MILAM,,,,19.82,23.18,25.68,23.02,19.81,14.7,5.47,4.8,0.62,0.52,0.8,3.01,15.24,17.32,16.57,15.86,14.52,9.59,84.0,81.28,70.65,57.1,57.36,61.36,23.36,26.27,28.36,31.73,30.33,20.73,20.31,22.54,21.77,21.12,19.57,11.77,31.62,33.56,38.13,40.79,40.62,37.76,11.45,18.03,18.41,24.48,22.32,0.51,2.9,2.34,2.52,2.27,2.7,2.93
2020,MILAM,,,,22.43,23.41,23.56,24.0,16.01,15.31,3.4,3.7,1.33,0.42,6.21,0.73,13.15,14.77,16.55,14.1,14.76,10.21,73.12,66.56,65.82,51.67,78.13,68.36,23.55,27.62,29.84,31.63,24.06,20.13,17.83,19.67,21.82,19.03,19.53,13.28,34.1,38.4,40.32,42.3,34.42,36.14,10.85,16.8,21.88,20.81,10.6,3.72,2.83,2.64,2.69,2.56,2.76,2.62
2021,MILAM,,,,17.97,22.21,21.94,21.35,20.15,16.58,6.45,2.75,3.72,1.92,1.27,2.87,14.16,17.29,17.31,16.75,12.43,11.45,80.21,79.75,76.59,68.65,55.71,65.76,23.21,26.72,27.68,29.28,27.65,22.63,19.15,22.55,22.63,22.04,16.39,14.82,33.2,34.47,37.13,38.38,39.27,34.7,12.12,18.56,21.58,21.8,14.24,6.82,2.94,2.23,1.99,2.29,2.15,2.58
2022,MILAM,,,,24.64,26.24,26.13,20.52,21.29,16.73,2.44,0.79,0.23,2.83,1.1,1.72,13.58,13.48,13.99,15.77,12.94,7.87,64.14,50.63,46.88,60.13,59.83,51.35,27.0,31.44,33.55,30.95,27.16,21.56,18.43,18.32,19.03,20.92,17.22,9.43,39.02,41.53,44.61,41.34,37.77,36.46,12.37,20.94,24.81,23.59,14.1,5.38,3.41,2.66,3.05,2.47,1.67,2.6
2023,MILAM,,,,19.84,25.37,25.91,25.55,20.01,14.73,4.01,1.28,0.12,0.22,1.91,4.07,14.3,16.51,13.63,12.31,13.77,10.71,79.62,67.3,46.79,39.3,55.32,64.74,23.46,29.42,33.21,34.46,30.12,21.68,19.4,21.69,18.48,16.67,18.54,13.53,31.96,41.9,43.35,45.0,44.2,35.74,12.55,19.54,23.1,23.08,19.45,4.09,1.8,2.37,2.68,2.83,2.21,2.78
2024,MILAM,,,,17.84,24.63,22.08,23.49,19.7,18.11,8.57,2.37,4.21,0.58,0.89,0.09,17.07,17.94,16.61,15.67,12.95,8.82,84.74,76.99,70.36,60.51,56.6,46.28,25.16,28.0,28.71,30.69,28.19,25.43,22.22,23.16,21.89,20.88,17.4,11.18,33.94,37.5,38.73,42.38,39.34,39.84,16.59,21.0,21.77,23.17,15.18,9.87,2.53,2.12,2.12,2.02,2.45,2.4
2000,LIPSCOMB,,,,24.94,22.95,26.55,24.09,20.66,12.79,2.46,4.38,1.68,0.26,0.09,5.45,8.15,12.26,11.96,9.22,6.24,7.86,51.1,66.51,49.8,32.54,31.74,63.99,21.37,23.01,28.36,31.2,25.04,16.0,8.83,15.64,15.47,11.51,5.08,7.71,39.9,34.16,40.17,42.12,41.85,38.59,5.35,12.24,16.99,18.86,2.66,-1.79,3.98,4.0,3.59,4.29,4.28,3.59
2001,LIPSCOMB,,,,24.56,28.18,27.78,23.52,20.51,16.16,4.73,1.4,0.95,1.83,2.05,0.14,9.8,11.12,11.45,11.51,9.74,5.39,64.17,51.79,39.38,47.83,56.62,46.37,19.92,26.36,31.93,28.6,21.91,15.74,11.84,14.1,14.75,14.82,11.79,3.02,34.35,38.27,42.74,40.47,35.15,32.12,5.41,13.6,19.97,17.67,6.53,2.17,3.62,4.05,3.97,3.24,3.4,4.01
2002,LIPSCOMB,,,,24.93,26.46,26.3,23.96,19.83,11.04,1.76,2.67,2.09,3.0,1.12,4.78,7.49,11.65,12.94,12.32,8.77,6.56,49.91,53.49,54.77,52.18,48.54,71.83,20.17,26.56,28.1,27.73,22.94,11.21,7.29,14.99,16.76,15.95,10.24,5.62,36.51,38.93,41.34,40.29,38.15,29.46,4.3,12.08,16.94,14.0,9.01,-4.36,4.44,4.61,3.8,3.81,3.58,3.18
2003,LIPSCOMB,,,,25.01,23.59,28.09,22.6,19.49,14.6,1.46,4.57,0.61,3.47,2.23,0.63,8.13,11.83,10.89,11.86,8.79,6.76,54.05,65.05,41.43,48.49,58.28,56.87,20.31,22.75,30.1,28.73,19.68,15.98,8.9,15.06,14.01,15.37,10.41,6.24,38.36,34.85,42.53,42.56,34.42,33.27,7.24,9.18,19.05,15.18,6.6,0.2,3.8,3.15,4.0,3.3,3.71,3.01
2004,LIPSCOMB,,,,27.01,24.62,25.1,22.7,20.2,13.24,0.11,5.28,1.98,3.34,1.44,2.2,7.68,12.22,12.55,11.54,9.36,7.78,45.42,64.81,57.65,60.11,52.09,66.97,22.62,24.05,26.42,24.15,23.05,15.26,7.9,15.5,16.23,14.85,11.46,8.29,39.72,40.44,40.28,38.73,38.62,28.02,3.68,13.33,14.76,12.68,9.17,2.22,4.74,3.5,3.21,3.39,4.02,3.29
2005,LIPSCOMB,,,,22.85,27.16,27.77,22.02,20.11,15.26,1.79,5.25,2.29,3.16,0.88,1.67,9.11,12.32,12.09,13.41,10.19,7.25,60.78,60.41,52.46,60.64,51.65,60.66,20.0,25.13,27.34,26.58,24.41,15.59,10.9,15.71,15.53,17.2,12.73,7.17,38.34,38.01,39.81,39.22,37.62,32.47,2.87,11.53,14.48,15.76,8.48,-1.7,3.41,4.05,3.51,3.11,4.06,3.54
2006,LIPSCOMB,,,,25.56,28.04,25.7,21.67,19.58,15.24,1.55,1.85,1.63,3.47,1.38,1.07,8.07,9.6,11.19,13.7,8.26,6.62,49.41,42.62,42.08,59.41,52.54,58.04,21.99,27.62,30.08,27.36,20.32,15.04,8.94,11.89,14.35,17.6,9.27,5.67,39.12,42.2,42.4,41.05,34.76,35.2,5.45,14.46,17.75,14.03,7.94,-1.28,3.67,3.99,3.47,3.1,3.48,3.56
2007,LIPSCOMB,,,,23.3,24.81,26.15,23.64,19.48,16.83,4.22,3.04,1.47,1.72,1.37,0.54,10.27,13.05,13.56,13.88,11.37,6.82,70.41,70.43,61.61,56.41,61.11,51.48,19.25,22.99,26.49,28.58,23.28,17.19,12.96,16.58,17.54,17.76,14.35,5.9,31.24,32.37,36.18,40.35,37.98,34.64,8.43,9.23,17.84,18.24,9.43,2.96,3.57,3.27,3.09,4.09,3.94,4.29
2008,LIPSCOMB,,,,25.51,27.76,24.49,20.79,18.66,14.03,2.31,2.1,2.53,3.57,1.69,3.91,8.23,10.75,12.25,12.78,9.41,6.82,51.61,48.33,51.15,60.19,60.06,62.98,20.47,27.2,28.15,26.24,20.57,14.29,8.44,13.41,15.81,16.49,11.58,6.43,35.97,42.6,39.18,41.38,32.79,30.95,3.33,14.13,15.78,16.04,8.07,-1.76,4.42,4.35,3.72,3.18,3.49,3.89
2009,LIPSCOMB,,,,22.42,24.75,25.72,24.42,17.41,11.34,1.15,1.88,2.27,2.53,0.78,2.33,8.0,10.9,10.95,12.2,9.49,5.8,58.13,49.63,45.35,54.73,59.37,65.02,18.95,26.71,28.83,26.59,20.85,11.27,8.99,13.76,14.01,15.71,11.5,3.98,35.68,40.51,45.0,39.92,37.32,30.9,6.75,13.38,16.28,15.28,7.33,-0.88,3.6,3.75,3.19,3.6,3.34,3.89
2010,LIPSCOMB,,,,25.01,26.51,24.78,24.15,20.76,16.3,3.44,2.51,2.39,1.91,1.11,1.27,8.74,13.2,14.66,11.92,10.36,5.95,58.16,55.9,59.9,47.86,52.26,48.19,19.43,27.54,28.32,28.7,24.72,16.73,9.18,16.98,18.67,15.11,12.7,4.62,34.58,39.28,39.76,42.22,39.94,32.62,4.83,15.63,18.91,12.87,9.83,2.84,3.91,4.26,3.66,3.62,4.07,3.39
2011,LIPSCOMB,,,,27.38,28.17,25.89,22.8,20.52,15.7,0.31,1.53,0.65,1.34,0.82,1.31,5.69,8.35,10.7,11.12,6.66,5.66,36.97,33.12,33.08,39.44,40.04,49.05,20.84,29.82,33.39,31.37,22.25,15.66,3.21,9.36,13.77,14.1,6.45,3.65,40.37,46.8,45.44,44.27,40.98,34.52,3.97,16.38,22.59,20.77,9.57,-0.06,4.38,4.64,3.53,3.03,3.38,3.93
2012,LIPSCOMB,,,,26.29,27.65,26.87,24.23,19.55,15.84,0.22,1.17,1.03,1.25,1.68,0.27,7.75,10.88,10.63,9.73,8.21,5.21,44.49,48.4,37.53,42.48,47.12,48.43,22.94,27.63,31.25,27.47,22.91,14.24,8.34,13.71,13.65,12.03,9.26,2.25,38.45,44.13,42.55,44.56,40.45,32.98,9.13,12.78,18.59,13.99,9.83,-2.89,4.05,4.32,3.74,3.17,3.11,3.63
2013,LIPSCOMB,,,,24.96,27.46,24.22,23.02,20.14,16.21,0.65,3.27,2.8,3.38,2.13,0.88,7.54,11.22,11.7,12.98,9.99,6.13,48.08,50.15,51.24,57.2,51.16,55.33,20.68,26.8,27.39,27.25,24.32,14.62,7.19,14.19,14.85,16.8,12.38,4.49,39.37,42.33,41.64,40.75,39.32,32.22,-0.3,11.47,15.01,16.68,9.17,0.81,4.33,4.15,3.78,3.2,3.81,3.84
2014,LIPSCOMB,,,,25.47,25.73,23.73,24.37,19.34,15.36,0.86,5.72,2.75,2.1,0.82,1.33,6.63,12.71,11.68,12.06,10.46,6.68,40.91,61.06,54.17,50.04,57.22,53.52,21.79,25.38,26.46,28.12,23.01,16.81,4.67,16.25,15.16,15.62,13.18,6.12,39.53,39.43,42.23,40.18,36.9,33.14,3.14,11.6,14.21,16.3,5.96,3.29,3.69,4.6,3.7,3.56,3.95,3.27
2015,LIPSCOMB,,,,20.84,27.47,24.53,23.02,19.64,13.6,6.35,3.04,3.67,1.73,0.64,2.8,9.8,13.59,14.69,12.92,11.01,7.3,72.5,65.19,62.86,58.65,52.73,59.33,17.68,25.43,27.48,26.13,25.64,16.38,11.96,17.55,18.74,16.47,14.16,7.45,30.29,36.04,40.2,39.59,39.38,32.85,4.02,14.31,13.93,13.82,12.92,4.04,3.87,3.83,3.41,3.16,4.15,3.29
2016,LIPSCOMB,,,,23.88,27.56,26.93,20.86,19.74,16.62,1.88,3.35,2.92,2.69,1.17,0.22,8.51,13.38,14.12,13.14,11.75,7.23,60.2,60.38,54.9,58.98,62.23,53.73,18.71,26.48,29.43,26.61,23.27,18.67,9.57,17.07,18.1,16.82,14.66,7.37,33.93,38.93,41.77,39.66,36.67,36.75,3.98,13.38,18.52,14.05,8.77,3.99,3.86,3.37,3.7,3.3,3.81,4.09
2017,LIPSCOMB,,,,25.39,27.49,25.95,21.64,18.48,15.33,3.18,1.04,1.55,2.96,1.96,1.54,8.27,11.33,12.9,12.65,9.53,7.3,59.81,52.85,50.23,61.9,53.29,56.95,18.43,26.39,29.46,24.97,23.22,15.42,9.42,14.47,16.68,16.26,11.69,5.94,35.13,42.41,40.86,37.26,38.36,30.35,1.47,15.42,17.01,14.88,11.01,-3.61,3.79,4.02,3.2,2.81,3.81,4.26
2018,LIPSCOMB,,,,26.28,27.6,26.49,23.8,18.85,12.41,2.92,5.28,3.08,3.75,2.23,5.17,10.13,12.85,13.54,12.83,11.73,7.6,51.53,55.05,57.0,58.76,67.11,72.52,24.67,27.47,27.91,26.31,22.16,13.3,12.25,16.35,17.47,16.6,14.92,7.83,37.41,40.44,43.77,38.0,35.7,35.66,8.4,13.81,14.81,14.29,8.62,-2.47,3.94,4.26,2.75,3.45,3.74,3.38
2019,LIPSCOMB,,,,21.36,27.5,26.66,23.67,19.78,14.27,6.51,2.82,0.84,3.16,0.47,2.81,9.94,12.78,12.96,14.19,12.53,5.65,72.12,68.46,54.47,57.6,56.24,57.78,17.9,23.27,27.88,28.63,26.67,11.48,11.99,16.32,16.54,18.13,16.17,2.47,31.55,36.47,41.05,42.01,37.74,30.36,4.38,9.84,16.18,16.0,15.39,-6.26,3.53,3.17,3.72,3.46,4.23,3.88
2020,LIPSCOMB,,,,25.51,28.36,26.06,23.2,19.07,14.86,1.37,1.53,2.6,1.41,1.12,2.31,8.74,11.05,14.05,11.71,8.79,4.98,56.65,48.11,54.62,50.45,55.04,53.09,20.23,27.51,29.37,27.77,21.28,13.02,9.97,13.8,17.96,15.06,10.23,1.6,33.97,42.01,43.64,43.21,38.21,35.81,3.02,12.22,17.51,17.3,5.8,-6.17,3.82,4.81,3.3,3.39,3.3,3.75
2021,LIPSCOMB,,,,21.95,26.54,25.23,22.79,20.45,16.53,3.59,2.12,1.95,1.21,1.3,1.72,9.59,12.88,13.79,12.95,9.94,6.69,67.26,60.05,59.65,53.09,48.18,52.79,18.71,26.41,27.33,28.34,25.25,16.92,11.52,16.48,17.79,16.67,12.09,6.05,34.77,41.91,39.31,40.63,40.71,36.04,4.74,12.46,17.55,15.32,11.26,3.12,3.97,3.48,3.15,3.81,3.95,3.7
2022,LIPSCOMB,,,,25.25,25.68,24.94,24.0,20.55,15.12,3.42,2.15,2.15,1.1,0.37,0.24,7.97,11.41,11.65,11.92,9.11,5.47,50.84,52.59,41.62,49.05,44.71,44.81,21.15,26.89,31.36,28.37,25.25,16.72,8.38,14.6,15.0,15.36,11.04,3.15,38.49,42.27,44.76,40.9,38.49,31.91,4.56,12.59,18.23,18.1,10.92,2.93,4.29,4.03,3.42,2.96,3.38,3.18
2023,LIPSCOMB,,,,22.71,24.04,25.93,24.9,19.4,16.06,2.91,4.98,5.74,1.56,2.67,0.77,9.62,12.53,13.93,11.56,10.0,6.63,63.02,65.23,59.82,46.83,53.21,52.81,20.36,24.02,27.59,28.7,24.45,15.95,11.57,16.08,17.71,14.87,12.66,5.13,36.31,39.94,39.71,41.88,41.3,32.26,6.61,13.62,16.03,16.67,13.18,-5.5,3.19,2.72,3.01,3.06,3.26,3.63
2024,LIPSCOMB,,,,25.33,25.86,26.23,23.19,20.74,16.14,3.13,3.43,2.17,2.05,2.12,0.1,9.04,14.15,12.03,11.95,9.7,6.31,56.36,59.6,49.34,46.1,50.99,44.4,21.23,27.71,28.47,29.79,24.11,19.05,10.31,18.04,15.58,15.46,12.0,5.46,35.23,40.49,43.98,43.66,39.31,35.21,8.97,15.55,17.21,14.32,9.05,2.03,3.57,3.85,3.58,3.19,3.2,3.7
2000,DELTA,,,,20.48,18.71,24.13,24.61,18.63,13.16,4.25,7.65,0.47,0.08,1.48,3.02,13.47,15.76,14.34,11.11,9.43,9.4,76.78,81.82,60.88,36.94,44.55,65.44,22.79,24.44,28.71,33.24,26.9,19.33,18.07,20.88,19.37,15.34,11.77,11.73,32.92,32.4,39.97,43.46,44.45,34.17,8.25,11.94,17.72,21.43,7.15,2.83,3.3,2.51,2.07,2.33,2.56,2.64
2001,DELTA,,,,22.27,24.5,24.96,20.77,17.13,15.55,4.75,3.38,0.59,3.59,4.09,3.17,13.78,14.89,16.25,14.76,13.0,8.95,81.71,74.87,63.97,61.02,74.81,73.64,22.12,25.28,29.86,29.36,22.47,16.54,18.59,19.94,21.55,19.87,17.29,11.19,29.37,33.03,39.35,41.5,32.73,28.05,9.04,13.61,20.25,20.53,8.81,3.8,2.57,2.41,2.11,2.06,1.99,2.78
2002,DELTA,,,,20.13,23.62,22.45,21.28,18.45,10.41,3.53,2.18,2.42,2.2,1.75,6.56,12.88,14.83,16.2,14.47,12.12,9.35,82.34,73.19,69.49,59.92,59.61,75.76,20.73,25.64,28.36,29.11,25.97,17.24,17.43,19.94,21.53,19.51,16.37,12.21,29.51,33.69,38.31,39.08,38.34,34.76,7.49,15.67,21.33,19.43,11.83,3.83,2.8,1.98,1.97,2.22,2.21,2.14
2003,DELTA,,,,19.5,21.77,24.7,20.53,17.63,15.14,2.51,4.68,1.33,1.78,2.97,0.86,12.93,14.57,14.4,14.05,11.6,9.28,70.53,71.88,57.54,54.31,65.77,63.08,23.97,25.68,30.04,30.52,23.44,20.38,17.46,19.57,19.49,19.13,15.67,12.04,38.16,35.93,41.08,41.19,33.81,33.45,12.23,16.24,20.24,20.99,11.99,5.02,2.68,2.22,2.21,1.95,2.16,2.31
2004,DELTA,,,,20.46,18.23,23.09,22.09,19.97,12.38,1.89,6.49,1.78,1.43,0.8,4.4,13.0,16.34,15.53,13.33,10.7,11.66,73.94,81.81,69.36,60.16,52.67,74.03,23.07,25.23,27.62,27.59,26.12,21.14,17.6,21.62,20.68,17.98,14.39,15.6,33.11,33.44,38.45,39.43,37.45,32.17,5.97,17.13,17.93,15.09,13.38,8.35,3.46,2.04,2.21,2.22,2.15,2.73
2005,DELTA,,,,21.37,24.64,22.75,22.33,19.81,15.34,1.67,0.67,2.54,1.67,1.81,1.04,11.14,12.6,14.46,14.57,12.22,8.07,67.62,51.64,58.72,55.59,52.2,56.17,22.26,29.61,29.55,30.69,28.54,19.26,15.08,17.23,19.51,19.64,16.58,9.36,37.76,40.68,39.92,40.86,39.1,33.99,5.32,18.04,19.12,21.11,14.11,3.19,2.35,2.18,1.8,1.8,2.52,2.32
2006,DELTA,,,,23.2,25.46,24.34,22.9,18.89,15.19,1.81,1.07,0.73,1.81,2.05,3.37,12.06,12.1,13.55,14.24,10.79,8.64,69.76,54.26,50.61,51.11,58.85,65.89,22.94,27.99,31.02,31.77,23.95,18.07,16.35,16.47,18.41,19.28,14.37,10.64,35.37,38.28,42.79,41.8,35.76,34.19,9.66,16.88,17.84,18.07,10.06,3.26,2.81,2.22,2.59,2.31,2.47,2.69
2007,DELTA,,,,17.62,18.94,19.95,22.57,17.56,15.51,5.88,6.57,6.81,1.38,3.25,3.06,13.54,16.81,17.36,17.99,14.46,10.33,83.63,85.64,84.91,77.58,76.64,72.35,21.54,24.77,25.51,27.83,24.26,19.04,18.42,22.06,22.61,23.22,19.43,13.32,28.71,30.98,31.46,36.39,33.15,32.67,11.89,17.25,18.57,20.9,14.32,4.58,2.34,2.21,1.64,1.84,1.94,2.55
2008,DELTA,,,,20.68,24.28,25.63,19.28,17.91,15.5,3.8,4.18,0.7,4.55,3.22,2.05,13.08,15.87,14.33,15.76,12.73,8.71,80.25,75.23,58.0,70.32,73.47,68.55,21.15,26.21,29.5,27.75,22.96,17.48,17.35,21.1,19.45,20.98,17.31,10.76,30.64,33.84,40.2,42.03,34.44,29.56,6.66,18.28,19.08,19.43,9.93,0.02,2.87,2.89,2.3,1.98,2.36,2.42
2009,DELTA,,,,19.17,25.44,23.05,22.57,14.98,10.0,7.78,1.7,5.03,3.52,6.57,11.64,13.06,15.68,14.83,15.9,13.59,9.68,83.24,73.55,63.11,74.31,79.38,85.47,20.88,26.47,28.67,26.44,22.61,15.26,17.7,20.8,19.92,21.07,18.44,12.62,29.26,38.38,40.52,34.03,34.52,29.11,8.27,13.0,18.88,17.2,10.16,3.43,2.4,2.26,1.93,2.24,2.17,2.82
2010,DELTA,,,,22.13,23.39,22.85,23.04,17.45,17.33,2.55,2.56,2.83,0.85,4.09,2.14,13.17,16.32,16.58,14.43,13.74,7.56,76.3,69.15,67.71,49.82,67.13,56.73,22.56,28.48,29.25,32.2,25.65,18.76,17.81,21.58,21.86,19.33,18.22,8.71,33.64,38.26,40.61,41.9,36.47,30.82,8.76,21.29,21.73,18.81,10.06,2.77,2.32,2.21,2.29,2.13,2.36,2.24
2011,DELTA,,,,21.64,26.97,25.62,22.61,20.57,16.61,4.74,1.1,0.3,0.59,0.88,1.66,11.91,13.7,13.06,12.27,8.0,7.25,73.93,53.32,40.7,36.99,40.91,52.67,21.09,30.38,34.25,34.9,25.85,19.4,15.82,18.67,17.95,16.89,9.66,7.98,33.93,40.56,43.82,45.7,42.69,33.04,5.65,20.34,24.67,24.73,11.38,3.84,3.45,3.08,2.31,2.25,2.55,2.57
2012,DELTA,,,,23.47,24.77,24.92,22.24,18.63,13.48,2.55,2.41,2.35,2.5,2.35,1.54,13.2,14.22,14.79,13.41,11.34,8.9,75.97,65.02,58.81,54.78,57.08,66.32,22.82,27.22,30.14,29.57,26.05,17.98,17.97,19.19,19.95,18.18,15.36,10.77,32.06,40.83,41.76,42.5,40.85,30.94,12.73,13.31,21.55,18.08,12.24,1.4,2.46,2.21,2.19,2.3,2.3,2.98
