Year,County,Soil_pH,Soil_Clay_Pct,Soil_Organic_Carbon,M3_ALLSKY_SFC_SW_DWN,M4_ALLSKY_SFC_SW_DWN,M5_ALLSKY_SFC_SW_DWN,M6_ALLSKY_SFC_SW_DWN,M7_ALLSKY_SFC_SW_DWN,M8_ALLSKY_SFC_SW_DWN,M3_PRECTOTCORR,M4_PRECTOTCORR,M5_PRECTOTCORR,M6_PRECTOTCORR,M7_PRECTOTCORR,M8_PRECTOTCORR,M3_QV2M,M4_QV2M,M5_QV2M,M6_QV2M,M7_QV2M,M8_QV2M,M3_RH2M,M4_RH2M,M5_RH2M,M6_RH2M,M7_RH2M,M8_RH2M,M3_T2M,M4_T2M,M5_T2M,M6_T2M,M7_T2M,M8_T2M,M3_T2MDEW,M4_T2MDEW,M5_T2MDEW,M6_T2MDEW,M7_T2MDEW,M8_T2MDEW,M3_T2M_MAX,M4_T2M_MAX,M5_T2M_MAX,M6_T2M_MAX,M7_T2M_MAX,M8_T2M_MAX,M3_T2M_MIN,M4_T2M_MIN,M5_T2M_MIN,M6_T2M_MIN,M7_T2M_MIN,M8_T2M_MIN,M3_WS2M,M4_WS2M,M5_WS2M,M6_WS2M,M7_WS2M,M8_WS2M
2003,COCHRAN,,,,20.58,25.92,26.38,26.62,28.56,24.22,0.26,0.09,1.1,3.16,0.35,0.6,3.62,3.59,5.88,10.13,10.11,10.13,41.56,28.9,34.21,50.43,41.87,42.05,11.52,17.17,22.44,24.43,28.04,27.73,-3.15,-3.61,2.24,11.54,11.92,12.06,26.62,32.26,39.8,37.57,40.45,41.18,-2.45,0.16,8.11,10.9,17.91,14.99,3.68,4.38,3.91,3.44,3.52,3.12
2004,COCHRAN,,,,18.63,21.68,28.59,26.56,25.53,24.59,1.07,3.06,0.43,2.16,2.02,2.33,4.79,5.46,6.08,9.28,10.7,11.53,50.38,50.65,35.58,45.61,49.38,56.83,12.75,14.8,22.65,25.28,26.16,24.5,0.58,2.45,3.25,9.56,12.66,13.96,29.56,29.9,36.72,40.83,39.47,37.64,-0.02,-1.04,4.49,13.9,13.92,15.11,3.8,3.83,4.05,3.42,2.96,2.72
2005,COCHRAN,,,,19.93,25.56,22.96,29.34,27.56,24.19,0.49,0.26,2.37,0.5,1.7,3.39,4.04,4.45,7.92,8.86,11.14,12.51,52.36,40.19,52.57,40.46,46.98,59.93,9.35,14.9,20.16,26.27,27.26,24.68,-1.3,-0.3,7.67,9.44,13.52,15.35,25.68,28.99,38.36,39.8,40.39,34.88,-5.12,-0.73,3.93,11.99,14.97,15.08,3.91,4.08,3.51,3.82,3.32,2.48
2006,COCHRAN,,,,18.08,24.59,26.55,28.37,26.18,22.79,0.94,0.65,0.61,0.92,1.63,2.92,3.94,4.86,6.37,8.25,10.78,12.9,44.74,36.28,35.83,37.01,43.9,60.71,11.12,17.92,23.61,26.86,27.84,24.87,-2.49,0.05,4.35,8.71,13.0,15.84,27.54,33.04,38.45,40.03,39.27,37.6,-5.58,2.62,8.05,13.95,17.5,14.4,4.18,4.13,3.31,3.54,2.95,2.46
2007,COCHRAN,,,,18.49,22.29,22.99,27.38,25.72,24.11,2.92,0.94,3.85,2.46,1.14,1.4,5.05,5.0,8.45,11.01,12.27,12.7,52.43,49.55,61.2,57.22,57.91,56.74,11.7,13.39,18.23,23.49,25.05,26.13,0.45,1.07,9.05,13.04,15.11,15.59,27.76,29.68,31.58,38.2,35.58,40.2,-4.45,-3.72,8.62,9.58,16.94,18.06,3.25,4.12,3.24,3.1,2.56,3.21
2008,COCHRAN,,,,20.44,26.82,27.0,29.19,25.26,23.46,0.06,0.22,1.95,2.11,2.05,3.04,3.03,2.86,6.0,8.62,11.89,11.84,37.56,26.67,37.89,38.12,54.4,57.42,10.77,15.76,20.84,27.17,25.5,24.72,-5.21,-6.21,2.8,8.64,14.54,14.51,28.26,32.54,37.62,41.01,37.46,36.92,-4.8,0.43,2.73,13.31,15.07,13.77,4.16,4.21,4.07,3.91,3.23,2.62
2009,COCHRAN,,,,19.78,25.31,24.88,26.38,26.46,25.99,0.32,0.58,0.78,2.89,3.85,0.77,3.52,3.9,6.98,9.44,11.58,10.58,38.19,33.8,43.75,43.71,51.36,44.07,12.11,15.67,21.37,25.68,26.58,27.16,-3.95,-2.77,5.97,10.08,14.08,12.73,28.95,32.84,37.03,37.82,39.72,38.11,-4.27,-2.58,8.24,13.55,15.61,15.79,4.17,4.44,3.29,3.23,2.76,3.26
2010,COCHRAN,,,,20.43,22.14,25.92,27.13,24.23,25.12,0.78,1.3,0.93,1.64,3.55,1.37,3.55,5.25,6.92,10.85,13.89,11.49,46.54,45.23,42.03,45.02,64.57,46.96,9.52,15.32,21.02,27.81,25.13,27.27,-3.32,1.07,4.69,12.79,16.98,13.76,30.37,30.45,35.71,41.42,35.53,38.22,-4.57,0.92,6.07,16.73,17.5,11.78,4.1,4.59,4.21,3.86,3.17,3.12
2011,COCHRAN,,,,21.18,27.5,29.86,29.96,27.38,25.32,0.07,0.0,0.09,0.11,0.81,0.38,3.17,2.89,3.42,6.15,9.77,9.55,32.01,20.91,21.6,24.38,34.62,33.61,13.94,18.77,21.47,29.45,30.02,30.36,-4.88,-5.93,-4.07,3.7,11.45,11.06,30.11,34.92,38.57,43.09,39.32,40.88,-1.81,3.05,2.92,16.03,19.96,20.32,3.69,4.8,4.48,4.22,3.43,3.0
2012,COCHRAN,,,,20.56,25.59,26.61,27.8,26.21,24.47,0.38,0.34,1.3,0.94,1.07,1.5,3.29,4.62,5.63,9.04,10.53,9.67,34.59,33.05,36.13,38.45,42.92,40.55,13.58,19.19,22.17,27.88,27.81,27.52,-4.83,-0.5,1.92,9.63,12.67,11.05,32.46,37.28,37.88,41.23,37.72,41.11,-3.31,3.45,7.47,15.84,17.27,14.8,3.97,3.86,3.7,3.88,3.2,2.63
2013,COCHRAN,,,,21.65,25.75,27.26,28.08,25.39,25.54,0.04,0.02,0.43,2.73,2.95,0.88,2.95,3.39,5.23,10.12,10.96,10.66,32.56,30.32,32.51,45.04,49.81,44.32,11.8,15.97,21.17,26.91,25.77,27.44,-5.79,-4.21,0.81,11.51,13.14,12.9,29.37,34.81,37.61,41.69,37.29,39.4,-5.79,-1.65,-0.25,14.27,14.64,17.76,3.82,4.03,3.82,3.86,3.28,2.89
2014,COCHRAN,,,,21.46,24.75,27.26,27.81,25.46,23.79,0.24,0.23,2.74,1.72,1.86,1.18,2.99,3.54,5.55,10.27,11.37,10.55,35.96,29.91,34.25,46.98,49.71,45.36,11.05,16.11,20.77,26.43,26.53,26.75,-5.33,-3.88,0.61,11.77,13.85,12.69,28.24,31.99,36.42,41.53,38.7,38.44,-6.69,-1.56,4.11,10.11,16.98,16.25,4.18,4.62,3.66,3.98,3.38,2.69
2015,COCHRAN,,,,18.15,23.89,23.75,26.98,26.65,24.32,0.31,1.62,4.44,1.77,3.01,1.3,4.48,4.7,7.8,11.39,12.26,11.37,51.44,40.7,53.19,53.1,50.44,47.15,11.45,15.95,19.11,25.54,27.5,27.28,-0.18,0.39,7.43,13.83,15.04,13.86,29.2,29.94,31.51,37.36,39.39,39.67,-7.39,3.07,6.55,14.81,15.69,13.66,2.96,4.11,3.83,3.18,2.8,2.77
2016,COCHRAN,,,,21.83,24.28,25.3,28.04,27.76,22.53,0.09,1.0,2.02,1.76,0.4,4.46,3.69,4.96,6.63,10.42,10.13,11.87,38.63,43.05,45.47,48.32,36.43,56.6,12.9,16.0,19.78,26.04,30.31,25.13,-2.78,0.97,4.62,12.25,11.96,14.36,27.74,30.33,33.65,39.02,42.07,37.41,-2.94,-0.78,3.76,12.88,20.55,15.28,3.97,3.66,3.96,3.32,3.48,2.84
2017,COCHRAN,,,,21.45,23.74,28.53,27.8,27.51,23.96,0.39,1.25,0.47,2.11,2.93,3.2,4.68,5.49,5.77,9.65,11.64,12.58,43.55,44.59,37.39,45.22,48.13,61.2,14.59,16.63,20.66,26.41,27.37,24.23,0.3,2.17,3.0,10.62,14.26,15.38,31.71,32.42,36.35,42.35,36.99,34.8,-0.85,1.17,5.91,13.7,18.84,13.99,3.84,4.31,4.2,3.09,3.06,2.32
2018,COCHRAN,,,,20.74,25.79,27.32,27.92,25.15,24.52,0.36,0.1,0.48,1.21,1.9,2.29,3.62,3.85,6.16,9.81,10.85,11.48,37.42,33.44,32.13,39.36,44.12,49.32,12.87,16.07,24.91,28.48,27.74,26.74,-3.33,-2.47,3.26,11.1,13.13,14.02,31.67,33.14,39.18,40.85,40.36,37.49,-3.0,-1.18,9.11,16.85,18.38,16.17,3.95,4.59,3.78,4.04,2.91,2.94
2019,COCHRAN,,,,17.97,23.34,25.26,29.06,28.17,24.92,0.83,1.0,1.65,1.33,1.72,0.78,4.35,4.92,7.24,9.2,10.5,11.24,50.73,40.28,48.09,44.92,42.72,41.93,10.21,16.9,19.83,25.26,27.94,29.52,-1.04,0.85,5.93,9.93,12.45,13.53,28.69,32.87,34.3,39.12,41.04,41.94,-9.02,-0.79,3.55,12.94,17.03,19.69,4.0,3.85,3.95,3.69,3.13,3.09
2020,COCHRAN,,,,17.03,24.85,27.7,29.73,27.01,24.89,2.02,0.04,0.26,0.63,0.94,0.83,5.15,4.52,5.81,8.17,10.18,9.45,52.35,37.63,33.34,35.56,37.06,36.07,12.83,16.63,23.1,27.19,30.14,29.07,1.46,0.02,3.01,8.01,11.9,11.01,29.81,34.9,38.77,39.53,43.08,41.05,-0.22,-1.01,7.13,10.3,18.5,18.61,3.9,3.92,3.78,4.35,3.2,2.97
2021,COCHRAN,,,,20.93,22.86,24.39,27.87,26.14,23.94,0.13,0.58,3.43,2.73,2.05,1.67,3.31,4.07,8.71,10.35,12.53,11.95,37.41,38.23,54.85,48.29,55.4,52.59,11.73,14.95,20.49,26.38,26.14,26.33,-4.58,-2.07,9.13,12.12,15.41,14.58,27.39,32.94,34.32,41.47,36.43,39.31,-4.03,-1.02,7.18,13.23,17.1,14.97,4.3,3.94,4.3,3.27,2.6,3.02
2022,COCHRAN,,,,21.86,26.61,27.78,27.66,26.89,20.83,0.09,0.0,1.55,0.87,0.65,2.95,2.58,3.25,5.17,9.2,9.54,11.52,31.21,23.89,29.15,38.95,32.89,50.24,11.01,18.16,23.72,27.87,30.66,26.86,-7.25,-5.53,0.28,10.3,11.13,14.0,31.35,33.87,39.01,42.16,42.14,41.05,-6.2,1.38,6.84,14.62,20.8,16.73,3.89,4.22,4.05,3.96,3.18,2.71
2023,COCHRAN,,,,20.02,25.09,25.07,27.39,27.69,25.57,0.01,0.1,2.93,1.56,0.79,0.92,3.51,3.68,8.27,7.93,9.91,9.61,38.1,31.63,49.34,37.92,36.0,35.3,11.84,16.11,21.53,26.74,30.15,29.69,-3.79,-3.49,7.74,7.5,11.54,11.17,26.18,32.54,34.9,42.45,42.72,41.86,-2.12,1.17,8.24,13.06,18.78,17.16,4.12,4.16,3.57,3.14,3.42,2.87
2024,COCHRAN,,,,18.23,24.51,26.46,27.45,26.09,25.05,0.2,0.75,1.46,1.91,1.88,0.77,3.81,3.9,6.28,11.09,11.16,9.78,42.4,32.95,36.15,44.23,45.32,36.46,12.31,16.92,23.11,28.43,27.92,29.7,-2.3,-2.31,3.12,13.06,13.56,11.54,26.87,33.61,37.35,40.05,40.61,41.69,-2.52,2.16,10.33,14.92,16.7,16.83,3.87,4.31,3.86,3.95,3.02,3.0
2025,COCHRAN,,,,21.05,23.04,26.25,25.88,25.88,23.96,0.04,1.64,2.1,2.91,2.52,2.0,3.25,5.51,6.34,12.03,12.63,11.06,31.39,40.86,40.4,53.7,54.22,44.3,13.74,17.98,21.15,26.17,26.83,28.3,-4.94,1.77,4.04,14.56,15.5,13.4,31.1,34.51,38.06,41.37,38.64,40.41,-2.04,-2.14,6.08,12.91,18.15,18.19,4.47,4.23,3.54,3.73,2.87,2.91
2000,MILAM,,,,16.19,20.18,21.0,21.42,25.29,23.87,2.54,3.1,3.81,3.84,0.27,0.24,9.2,9.5,14.45,15.51,12.46,12.74,72.81,66.91,73.45,71.25,45.17,45.8,17.45,19.82,25.21,27.19,32.1,32.26,11.73,12.33,19.44,20.74,17.15,17.48,31.29,35.24,36.82,37.43,42.81,43.39,2.65,4.2,12.58,15.15,22.58,23.87,3.11,3.13,3.3,3.0,2.78,2.66
2001,MILAM,,,,14.13,17.29,22.76,23.96,25.05,20.85,4.11,0.67,3.37,3.7,0.78,4.66,6.99,12.24,14.04,15.28,15.43,14.69,80.89,80.54,77.69,72.34,59.99,57.89,11.69,20.36,23.56,26.6,30.51,30.5,8.18,16.6,19.03,20.51,20.72,19.81,24.24,30.25,33.37,36.47,40.45,41.8,2.61,8.15,10.71,17.95,20.35,21.79,2.63,3.34,2.79,2.79,2.65,2.67
2002,MILAM,,,,15.13,18.22,22.15,23.32,22.55,21.56,1.63,1.52,1.96,3.22,4.05,0.93,8.12,12.24,11.97,14.22,17.11,15.7,75.08,74.64,61.49,62.31,75.31,63.37,13.78,21.95,25.24,28.28,27.84,29.68,8.91,16.69,16.07,19.25,22.46,20.92,27.99,36.64,37.57,37.78,37.39,39.86,-5.5,8.13,10.38,18.1,21.95,21.19,3.76,3.28,3.57,2.35,2.37,2.42
2003,MILAM,,,,15.56,19.73,19.83,22.47,22.34,21.63,1.23,0.62,1.27,3.92,1.92,1.8,8.09,10.69,14.06,15.62,16.11,15.05,79.81,75.6,70.07,69.6,66.62,58.77,13.77,19.19,25.67,27.61,29.27,30.44,10.02,14.28,18.98,20.82,21.43,20.26,25.91,31.25,38.95,37.13,39.42,43.04,-1.0,2.1,15.26,16.89,22.86,19.86,2.68,3.11,2.92,2.24,2.41,2.27
2004,MILAM,,,,15.23,17.38,20.51,18.97,24.68,22.63,1.54,4.87,3.24,9.26,1.67,3.36,9.61,10.77,14.11,17.33,16.89,15.22,76.84,78.15,78.26,83.85,75.67,67.74,17.37,18.94,23.43,25.84,27.33,27.6,12.76,14.63,19.0,22.66,22.19,20.23,27.1,29.84,36.04,36.34,35.02,38.61,3.63,5.81,7.9,19.82,19.49,18.05,2.89,3.08,3.27,2.32,2.2,2.16
2005,MILAM,,,,17.1,21.17,21.79,25.39,23.35,21.52,2.02,0.65,3.31,0.22,2.3,4.86,7.77,9.56,12.61,13.86,15.18,16.94,78.28,72.57,72.15,57.21,59.75,71.43,13.75,18.22,23.24,29.46,30.31,28.54,9.57,12.59,17.23,18.84,20.32,22.23,27.05,31.12,37.01,40.47,41.61,36.74,0.82,4.11,7.36,19.48,19.87,22.42,2.85,3.23,2.32,2.31,1.92,1.75
2006,MILAM,,,,15.34,20.97,22.46,24.75,21.84,23.09,2.87,2.37,2.7,2.41,1.3,0.79,8.82,11.22,12.82,13.41,15.93,15.24,69.39,69.01,68.5,59.57,66.46,57.83,17.38,22.2,24.47,28.13,29.04,30.86,10.66,15.3,17.35,18.22,21.24,20.41,30.88,36.69,35.55,38.89,40.21,39.95,-1.02,8.77,11.64,17.53,19.96,19.99,3.41,3.12,2.85,2.32,2.64,2.67
2007,MILAM,,,,15.32,17.96,19.14,21.37,19.45,21.83,6.09,1.95,7.54,5.8,5.41,1.48,9.97,9.93,14.32,17.36,17.71,18.5,79.45,79.02,83.6,84.81,85.74,80.52,16.82,16.92,22.59,25.58,25.76,27.71,12.76,12.93,19.44,22.65,23.02,23.75,26.9,27.55,29.84,31.56,31.9,35.23,-2.45,0.23,12.04,18.23,19.8,21.41,3.01,2.71,2.36,2.25,1.95,1.99
2008,MILAM,,,,16.25,20.52,20.93,25.36,24.59,20.75,3.26,2.4,3.84,0.54,0.81,4.82,8.34,9.89,13.12,14.23,13.91,16.0,74.57,69.22,70.08,56.33,54.53,67.06,15.06,19.39,24.11,30.14,30.45,28.91,9.96,12.68,17.54,19.35,18.94,21.26,30.43,31.89,35.74,39.13,40.78,41.35,-3.6,3.35,10.94,20.97,20.47,21.58,3.8,3.31,2.98,3.51,2.82,2.11
2009,MILAM,,,,15.5,20.01,21.89,25.93,23.54,22.04,3.13,5.19,1.63,0.61,1.69,0.81,7.76,9.29,13.24,13.65,14.38,14.42,68.07,67.5,72.7,54.62,52.17,54.29,15.77,18.63,23.84,30.19,31.81,30.98,8.89,11.35,17.99,18.61,19.49,19.56,30.31,33.19,33.86,41.8,41.13,40.12,-1.11,0.8,10.68,15.84,21.87,21.4,3.49,3.6,2.5,3.0,2.62,2.54
2010,MILAM,,,,18.74,19.09,22.73,22.57,22.16,23.94,2.72,1.66,1.24,4.08,3.22,0.57,6.93,10.53,13.42,16.7,16.9,14.81,76.56,76.87,69.26,71.82,69.66,52.56,12.38,18.81,24.97,28.29,29.2,32.0,7.88,14.21,18.17,21.98,22.18,19.82,25.89,29.93,36.2,38.14,38.65,42.26,-1.12,5.51,12.06,19.89,23.18,20.75,3.06,3.04,2.71,2.53,2.52,2.45
2011,MILAM,,,,17.82,22.05,23.19,26.31,24.75,24.53,0.26,0.54,2.12,1.31,0.19,0.23,7.83,10.01,11.45,13.36,13.41,12.77,64.0,54.85,59.33,50.92,45.82,40.63,17.4,23.87,24.94,31.16,32.85,34.32,9.29,12.12,14.93,18.18,18.37,17.53,33.48,35.92,38.68,42.12,41.81,43.94,0.16,5.65,8.04,21.39,24.33,25.12,3.32,4.34,3.92,3.39,2.8,2.76
2012,MILAM,,,,15.03,21.06,22.29,24.08,22.53,23.11,6.07,0.5,2.32,1.88,2.85,1.62,10.57,11.75,13.7,14.47,15.81,14.35,81.01,77.16,72.49,62.37,66.57,55.92,17.69,20.6,24.67,28.62,28.99,30.57,14.04,16.07,18.77,19.56,21.09,19.44,28.01,30.54,36.07,42.2,39.9,42.29,2.74,8.53,14.06,16.56,21.96,20.38,3.15,2.92,2.6,2.42,2.41,2.68
2013,MILAM,,,,19.26,18.35,21.12,25.44,22.8,22.93,1.48,1.68,3.44,0.98,2.96,0.72,6.94,9.52,12.15,13.74,14.11,14.17,67.05,69.6,67.78,57.01,58.15,54.11,14.1,18.61,23.15,29.55,29.56,30.82,7.07,12.08,15.89,18.66,18.99,19.26,28.25,33.0,35.76,42.96,41.59,41.26,-1.07,3.2,5.65,15.89,20.61,18.79,3.32,3.23,3.32,2.59,2.54,2.37
2014,MILAM,,,,15.92,20.19,21.52,22.92,23.49,22.84,1.25,1.07,6.12,2.67,2.68,0.71,7.23,9.21,11.92,16.46,15.23,14.63,75.79,67.56,69.49,75.08,65.43,57.77,12.52,18.9,22.76,27.05,28.69,30.25,7.88,11.64,15.78,21.77,20.5,19.74,27.59,34.62,33.51,36.46,38.58,39.88,-7.14,1.59,8.13,16.37,19.12,18.98,3.12,3.24,3.22,3.06,2.17,2.64
2015,MILAM,,,,13.76,16.82,17.19,23.04,26.09,22.88,3.47,3.6,8.74,4.13,0.12,0.72,8.84,12.18,15.51,17.33,16.86,14.27,82.26,79.99,86.45,82.3,71.92,55.5,14.43,20.49,23.25,26.13,28.57,30.65,11.14,16.53,20.69,22.64,22.16,19.31,26.45,30.98,29.91,32.63,38.79,42.34,-4.7,8.1,12.06,16.38,20.77,20.93,2.55,2.69,2.86,2.24,2.86,2.24
2016,MILAM,,,,17.37,18.68,18.35,24.22,25.24,20.5,4.1,6.47,6.98,3.05,0.71,7.48,9.54,11.3,14.36,17.42,17.31,17.11,78.63,77.99,84.32,81.78,71.45,74.49,16.55,19.56,22.21,26.29,28.98,28.26,12.42,15.19,19.24,22.68,22.61,22.39,29.3,29.18,30.94,32.68,37.62,40.17,0.9,4.85,9.56,17.41,22.03,22.22,3.16,2.6,2.6,2.04,2.91,2.17
2017,MILAM,,,,17.12,20.21,21.62,22.76,25.4,19.98,2.36,3.97,2.97,2.77,0.94,7.79,9.95,11.32,12.22,15.82,15.38,16.03,75.83,74.66,69.67,70.55,59.61,67.18,18.02,20.39,23.12,27.67,30.57,28.97,13.12,15.14,16.46,21.11,20.58,21.27,28.65,32.38,34.04,38.74,41.13,39.19,2.93,8.37,9.19,19.28,22.88,20.35,3.18,3.09,3.05,2.62,2.54,3.04
2018,MILAM,,,,17.36,20.68,23.2,24.24,24.6,22.69,2.86,1.03,1.94,1.22,1.04,1.56,8.92,8.51,13.38,15.57,13.7,14.6,70.53,66.76,64.7,62.61,52.3,56.38,17.38,17.79,26.54,29.85,31.5,30.65,11.11,10.56,18.29,20.8,18.54,19.63,30.5,30.73,38.37,39.35,45.11,39.96,3.67,3.78,14.04,22.12,22.0,22.04,3.12,3.26,2.59,3.3,2.57,2.67
2019,MILAM,,,,15.57,19.87,19.82,23.18,25.68,23.02,0.8,5.82,5.47,4.8,0.62,0.52,7.82,10.94,15.24,17.32,16.57,15.86,75.84,78.74,84.0,81.28,70.65,57.1,13.64,18.82,23.36,26.27,28.36,31.73,8.99,14.66,20.31,22.54,21.77,21.12,26.61,29.55,31.62,33.56,38.13,40.79,-4.72,3.03,11.45,18.03,18.41,24.48,3.05,3.16,2.9,2.34,2.52,2.27
2020,MILAM,,,,13.22,19.07,22.43,23.41,23.56,24.0,3.37,3.67,3.4,3.7,1.33,0.42,11.05,10.6,13.15,14.77,16.55,14.1,79.61,76.54,73.12,66.56,65.82,51.67,18.95,18.8,23.55,27.62,29.84,31.63,14.93,14.07,17.83,19.67,21.82,19.03,30.76,32.75,34.1,38.4,40.32,42.3,5.29,4.21,10.85,16.8,21.88,20.81,2.93,2.78,2.83,2.64,2.69,2.56
2021,MILAM,,,,17.27,16.85,17.97,22.21,21.94,21.35,1.04,2.1,6.45,2.75,3.72,1.92,7.78,9.48,14.16,17.29,17.31,16.75,67.07,66.0,80.21,79.75,76.59,68.65,16.38,19.57,23.21,26.72,27.68,29.28,9.15,11.86,19.15,22.55,22.63,22.04,30.12,33.02,33.2,34.47,37.13,38.38,3.38,5.15,12.12,18.56,21.58,21.8,3.42,3.18,2.94,2.23,1.99,2.29
2022,MILAM,,,,18.88,19.1,24.64,26.24,26.13,20.52,1.7,1.55,2.44,0.79,0.23,2.83,6.71,10.38,13.58,13.48,13.99,15.77,62.22,63.83,64.14,50.63,46.88,60.13,14.92,21.8,27.0,31.44,33.55,30.95,6.44,13.39,18.43,18.32,19.03,20.92,30.67,34.04,39.02,41.53,44.61,41.34,-4.05,6.59,12.37,20.94,24.81,23.59,3.34,3.76,3.41,2.66,3.05,2.47
2023,MILAM,,,,14.74,16.72,19.84,25.37,25.91,25.55,1.14,4.68,4.01,1.28,0.12,0.22,9.13,9.89,14.3,16.51,13.63,12.31,69.22,71.91,79.62,67.3,46.79,39.3,17.66,19.08,23.46,29.42,33.21,34.46,11.12,13.03,19.4,21.69,18.48,16.67,32.71,34.85,31.96,41.9,43.35,45.0,1.33,9.62,12.55,19.54,23.1,23.08,3.3,3.09,1.8,2.37,2.68,2.83
2024,MILAM,,,,15.51,17.86,17.84,24.63,22.08,23.49,1.94,4.39,8.57,2.37,4.21,0.58,9.65,12.03,17.07,17.94,16.61,15.67,77.09,75.63,84.74,76.99,70.36,60.51,17.12,21.09,25.16,28.0,28.71,30.69,12.63,15.99,22.22,23.16,21.89,20.88,29.75,31.03,33.94,37.5,38.73,42.38,4.61,7.47,16.59,21.0,21.77,23.17,2.73,3.27,2.53,2.12,2.12,2.02
2025,MILAM,,,,18.93,18.67,22.0,22.96,21.19,21.74,1.49,2.47,5.82,4.52,3.77,2.42,8.14,11.29,14.08,17.55,16.38,15.26,62.22,65.5,73.42,77.28,70.94,59.47,18.5,22.87,24.75,27.68,28.37,30.48,9.49,14.77,18.93,22.86,21.61,20.46,33.31,34.54,36.96,36.05,39.48,40.03,3.51,3.32,11.71,19.79,21.06,22.48,3.36,3.4,2.71,2.43,2.21,1.67
2000,LIPSCOMB,,,,14.92,21.42,24.94,22.95,26.55,24.09,4.66,1.17,2.46,4.38,1.68,0.26,5.09,5.68,8.15,12.26,11.96,9.22,67.64,55.6,51.1,66.51,49.8,32.54,9.03,14.07,21.37,23.01,28.36,31.2,2.27,3.74,8.83,15.64,15.47,11.51,24.95,32.89,39.9,34.16,40.17,42.12,-3.45,-1.69,5.35,12.24,16.99,18.86,3.88,4.06,3.98,4.0,3.59,4.29
2001,LIPSCOMB,,,,15.26,22.89,24.56,28.18,27.78,23.52,1.27,0.58,4.73,1.4,0.95,1.83,4.41,6.14,9.8,11.12,11.45,11.51,68.24,49.61,64.17,51.79,39.38,47.83,6.94,16.77,19.92,26.36,31.93,28.6,0.66,4.51,11.84,14.1,14.75,14.82,26.08,33.18,34.35,38.27,42.74,40.47,-5.09,0.31,5.41,13.6,19.97,17.67,3.05,4.56,3.62,4.05,3.97,3.24
2002,LIPSCOMB,,,,19.21,21.56,24.93,26.46,26.3,23.96,0.09,1.09,1.76,2.67,2.09,3.0,2.87,5.97,7.49,11.65,12.94,12.32,44.48,51.73,49.91,53.49,54.77,52.18,6.99,16.16,20.17,26.56,28.1,27.73,-5.7,4.01,7.29,14.99,16.76,15.95,27.9,34.34,36.51,38.93,41.34,40.29,-12.05,-3.57,4.3,12.08,16.94,14.0,4.37,4.5,4.44,4.61,3.8,3.81
2003,LIPSCOMB,,,,17.54,24.02,25.01,23.59,28.09,22.6,1.03,1.2,1.46,4.57,0.61,3.47,4.36,5.3,8.13,11.83,10.89,11.86,59.67,48.08,54.05,65.05,41.43,48.49,8.35,15.45,20.31,22.75,30.1,28.73,-0.25,2.58,8.9,15.06,14.01,15.37,27.88,33.61,38.36,34.85,42.53,42.56,-8.77,-2.56,7.24,9.18,19.05,15.18,3.79,4.46,3.8,3.15,4.0,3.3
2004,LIPSCOMB,,,,18.49,20.24,27.01,24.62,25.1,22.7,2.48,2.31,0.11,5.28,1.98,3.34,5.19,6.1,7.68,12.22,12.55,11.54,60.4,59.63,45.42,64.81,57.65,60.11,10.97,13.88,22.62,24.05,26.42,24.15,2.33,4.88,7.9,15.5,16.23,14.85,30.01,31.14,39.72,40.44,40.28,38.73,-0.79,-4.34,3.68,13.33,14.76,12.68,3.93,3.93,4.74,3.5,3.21,3.39
2005,LIPSCOMB,,,,17.23,22.62,22.85,27.16,27.77,22.02,0.55,1.05,1.79,5.25,2.29,3.16,4.16,5.61,9.11,12.32,12.09,13.41,58.88,54.75,60.78,60.41,52.46,60.64,8.49,13.95,20.0,25.13,27.34,26.58,-0.24,3.55,10.9,15.71,15.53,17.2,26.87,30.97,38.34,38.01,39.81,39.22,-3.72,0.09,2.87,11.53,14.48,15.76,3.86,4.43,3.41,4.05,3.51,3.11
2006,LIPSCOMB,,,,16.15,23.81,25.56,28.04,25.7,21.67,1.12,0.44,1.55,1.85,1.63,3.47,3.88,5.37,8.07,9.6,11.19,13.7,52.08,40.26,49.41,42.62,42.08,59.41,9.72,18.25,21.99,27.62,30.08,27.36,-1.46,2.59,8.94,11.89,14.35,17.6,26.42,36.92,39.12,42.2,42.4,41.05,-6.05,1.76,5.45,14.46,17.75,14.03,4.29,4.42,3.67,3.99,3.47,3.1
2007,LIPSCOMB,,,,16.92,20.11,23.3,24.81,26.15,23.64,3.48,1.93,4.22,3.04,1.47,1.72,6.31,5.89,10.27,13.05,13.56,13.88,64.21,64.89,70.41,70.43,61.61,56.41,12.14,11.27,19.25,22.99,26.49,28.58,4.39,3.97,12.96,16.58,17.54,17.76,29.29,28.53,31.24,32.37,36.18,40.35,-5.07,-5.06,8.43,9.23,17.84,18.24,3.95,3.98,3.57,3.27,3.09,4.09
2008,LIPSCOMB,,,,18.19,23.22,25.51,27.76,24.49,20.79,0.2,1.34,2.31,2.1,2.53,3.57,3.86,4.65,8.23,10.75,12.25,12.78,53.01,49.37,51.61,48.33,51.15,60.19,8.7,13.29,20.47,27.2,28.15,26.24,-1.7,0.78,8.44,13.41,15.81,16.49,25.47,34.28,35.97,42.6,39.18,41.38,-7.01,-0.03,3.33,14.13,15.78,16.04,4.02,4.48,4.42,4.35,3.72,3.18
